"No.","Time","Source","Destination","Protocol","Length","Info"
"190","149.180738031","172.16.208.128","172.16.0.4","TCP","74","12345  >  45960 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=165314182 TSecr=1428499839 WS=128"
"191","149.181377442","172.16.0.4","172.16.208.128","TCP","66","45960  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428499840 TSecr=165314182"
"192","149.181396242","172.16.0.4","172.16.208.128","TCP","66","45960  >  12345 [FIN, ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428499840 TSecr=165314182"
"193","149.182143856","172.16.208.128","172.16.0.4","TCP","66","12345  >  45960 [FIN, ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=165314184 TSecr=1428499840"
"194","149.182770967","172.16.0.4","172.16.208.128","TCP","66","45960  >  12345 [ACK] Seq=2 Ack=2 Win=64256 Len=0 TSval=1428499841 TSecr=165314184"
"195","149.365677939","172.16.0.4","172.16.208.128","TCP","74","45962  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428500024 TSecr=0 WS=128"
"196","149.365762641","172.16.208.128","172.16.0.4","TCP","74","12345  >  45962 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=165314367 TSecr=1428500024 WS=128"
"197","149.366554055","172.16.0.4","172.16.208.128","TCP","66","45962  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428500025 TSecr=165314367"
"198","149.366566655","172.16.0.4","172.16.208.128","TCP","66","45962  >  12345 [FIN, ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428500025 TSecr=165314367"
"199","149.367045464","172.16.208.128","172.16.0.4","TCP","66","12345  >  45962 [FIN, ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=165314369 TSecr=1428500025"
"200","149.367639474","172.16.0.4","172.16.208.128","TCP","66","45962  >  12345 [ACK] Seq=2 Ack=2 Win=64256 Len=0 TSval=1428500026 TSecr=165314369"
"201","150.697049255","172.16.0.4","172.16.208.128","TCP","74","45964  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428501355 TSecr=0 WS=128"
"202","150.697133556","172.16.208.128","172.16.0.4","TCP","74","12345  >  45964 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=165315699 TSecr=1428501355 WS=128"
"203","150.697948771","172.16.0.4","172.16.208.128","TCP","66","45964  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428501356 TSecr=165315699"
"204","150.698265776","172.16.0.4","172.16.208.128","TCP","66","45964  >  12345 [FIN, ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428501357 TSecr=165315699"
"205","150.698579882","172.16.208.128","172.16.0.4","TCP","66","12345  >  45964 [FIN, ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=165315700 TSecr=1428501357"
"206","150.699238694","172.16.0.4","172.16.208.128","TCP","66","45964  >  12345 [ACK] Seq=2 Ack=2 Win=64256 Len=0 TSval=1428501358 TSecr=165315700"
"207","150.856015497","172.16.0.4","172.16.208.128","TCP","74","45968  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428501514 TSecr=0 WS=128"
"208","150.856052898","172.16.208.128","172.16.0.4","TCP","74","12345  >  45968 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=165315858 TSecr=1428501514 WS=128"
"209","150.856668609","172.16.0.4","172.16.208.128","TCP","66","45968  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428501515 TSecr=165315858"
"210","150.856948914","172.16.0.4","172.16.208.128","TCP","66","45968  >  12345 [FIN, ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428501516 TSecr=165315858"
"211","150.874679231","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"212","150.857099617","172.16.208.128","172.16.0.4","TCP","66","12345  >  45968 [FIN, ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=165315859 TSecr=1428501516"
"213","150.857855630","172.16.0.4","172.16.208.128","TCP","66","45968  >  12345 [ACK] Seq=2 Ack=2 Win=64256 Len=0 TSval=1428501516 TSecr=165315859"
"214","150.874681931","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"215","150.950401385","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"216","150.950478987","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"217","151.092950935","172.16.0.4","172.16.208.128","TCP","74","45970  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428501751 TSecr=0 WS=128"
"218","151.093036436","172.16.208.128","172.16.0.4","TCP","74","12345  >  45970 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=165316095 TSecr=1428501751 WS=128"
"219","151.093841351","172.16.0.4","172.16.208.128","TCP","66","45970  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428501752 TSecr=165316095"
"220","151.094153256","172.16.0.4","172.16.208.128","TCP","67","45970  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428501752 TSecr=165316095"
"221","151.094165156","172.16.0.4","172.16.208.128","TCP","66","45970  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428501753 TSecr=165316095"
"222","151.094202757","172.16.208.128","172.16.0.4","TCP","66","12345  >  45970 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=165316096 TSecr=1428501752"
"223","151.094689866","172.16.208.128","172.16.0.4","TCP","66","12345  >  45970 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=165316096 TSecr=1428501753"
"224","151.095060672","172.16.0.4","172.16.208.128","TCP","66","45970  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428501754 TSecr=165316096"
"225","151.304865824","172.16.0.4","172.16.208.128","TCP","74","45972  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428501963 TSecr=0 WS=128"
"226","151.304946625","172.16.208.128","172.16.0.4","TCP","74","12345  >  45972 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=165316306 TSecr=1428501963 WS=128"
"227","151.305690739","172.16.0.4","172.16.208.128","TCP","66","45972  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428501964 TSecr=165316306"
"228","151.305808341","172.16.0.4","172.16.208.128","TCP","67","45972  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428501964 TSecr=165316306"
"229","151.305812041","172.16.0.4","172.16.208.128","TCP","66","45972  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428501965 TSecr=165316306"
"230","151.305826241","172.16.208.128","172.16.0.4","TCP","66","12345  >  45972 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=165316307 TSecr=1428501964"
"231","151.306031845","172.16.208.128","172.16.0.4","TCP","66","12345  >  45972 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=165316308 TSecr=1428501965"
"232","151.307118164","172.16.0.4","172.16.208.128","TCP","66","45972  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428501965 TSecr=165316308"
"233","160.883085810","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"234","160.950336912","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"235","160.883128811","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"236","160.950267811","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"237","170.892216588","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"238","170.957713454","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"239","170.892390992","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"240","170.957710053","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"241","176.572541343","192.168.174.130","159.203.8.72","NTP","90","NTP Version 4, client"
"242","176.597864893","VMware_fd:87:bd","Broadcast","ARP","60","Who has 192.168.174.130? Tell 192.168.174.2"
"243","176.597869393","VMware_79:c9:06","VMware_fd:87:bd","ARP","60","192.168.174.130 is at 00:0c:29:79:c9:06"
"244","176.597873493","159.203.8.72","192.168.174.130","NTP","90","NTP Version 4, server"
"245","180.154592004","172.16.0.4","172.16.208.128","TCP","74","32866  >  4444 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428530813 TSecr=0 WS=128"
"246","180.156632140","192.168.174.128","192.168.174.2","DNS","83","Standard query 0x4e09 PTR 4.0.16.172.in-addr.arpa"
"247","180.154672905","172.16.208.128","172.16.0.4","TCP","74","4444  >  32866 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=165345156 TSecr=1428530813 WS=128"
"248","180.160412307","VMware_fd:87:bd","Broadcast","ARP","60","Who has 192.168.174.128? Tell 192.168.174.2"
"249","180.155708724","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428530814 TSecr=165345156"
"250","180.160437607","VMware_a9:d9:ac","VMware_fd:87:bd","ARP","42","192.168.174.128 is at 00:0c:29:a9:d9:ac"
"251","180.161353624","172.16.208.128","172.16.0.4","TCP","69","4444  >  32866 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=3 TSval=165345163 TSecr=1428530814"
"252","180.160846915","192.168.174.2","192.168.174.128","DNS","83","Standard query response 0x4e09 No such name PTR 4.0.16.172.in-addr.arpa"
"253","180.162266540","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=1 Ack=4 Win=64256 Len=0 TSval=1428530821 TSecr=165345163"
"254","180.169274164","172.16.0.4","172.16.208.128","TCP","314","32866  >  4444 [PSH, ACK] Seq=1 Ack=4 Win=64256 Len=248 TSval=1428530828 TSecr=165345163"
"255","180.169389466","172.16.208.128","172.16.0.4","TCP","66","4444  >  32866 [ACK] Seq=4 Ack=249 Win=65152 Len=0 TSval=165345171 TSecr=1428530828"
"256","180.897869203","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"257","180.897904204","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"258","180.963017461","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"259","180.962912759","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"260","181.572639091","VMware_79:c9:06","VMware_fd:87:bd","ARP","60","Who has 192.168.174.2? Tell 192.168.174.130"
"261","181.572651792","VMware_fd:87:bd","VMware_79:c9:06","ARP","60","192.168.174.2 is at 00:50:56:fd:87:bd"
"262","183.553254553","172.16.0.4","172.16.255.254","DHCP","385","DHCP Request  - Transaction ID 0xa3ee28ba"
"263","183.553442756","172.16.255.254","172.16.0.4","DHCP","342","DHCP ACK      - Transaction ID 0xa3ee28ba"
"264","183.554107668","VMware_79:c9:10","Broadcast","ARP","60","ARP Announcement for 172.16.0.4"
"265","185.197730540","VMware_a9:d9:ac","VMware_fd:87:bd","ARP","42","Who has 192.168.174.2? Tell 192.168.174.128"
"266","185.198040346","VMware_fd:87:bd","VMware_a9:d9:ac","ARP","60","192.168.174.2 is at 00:50:56:fd:87:bd"
"267","185.556986714","VMware_79:c9:10","Broadcast","ARP","60","ARP Announcement for 172.16.0.4"
"268","188.740908281","VMware_79:c9:10","VMware_f7:77:36","ARP","60","Who has 172.16.255.254? Tell 172.16.0.4"
"269","188.740920581","VMware_f7:77:36","VMware_79:c9:10","ARP","60","172.16.255.254 is at 00:50:56:f7:77:36"
"270","190.126954253","172.16.208.128","172.16.0.4","TCP","159","4444  >  32866 [PSH, ACK] Seq=4 Ack=249 Win=65152 Len=93 TSval=165355128 TSecr=1428530828"
"271","190.128041372","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=249 Ack=97 Win=64256 Len=0 TSval=1428540786 TSecr=165355128"
"272","190.908801909","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"273","190.908783409","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"274","190.969407783","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"275","190.969393883","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"276","190.998536495","172.16.208.128","172.16.0.4","TCP","69","4444  >  32866 [PSH, ACK] Seq=97 Ack=249 Win=65152 Len=3 TSval=165356000 TSecr=1428540786"
"277","190.999410811","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=249 Ack=100 Win=64256 Len=0 TSval=1428541658 TSecr=165356000"
"278","191.004003192","172.16.0.4","172.16.208.128","TCP","314","32866  >  4444 [PSH, ACK] Seq=249 Ack=100 Win=64256 Len=248 TSval=1428541662 TSecr=165356000"
"279","191.004183096","172.16.208.128","172.16.0.4","TCP","66","4444  >  32866 [ACK] Seq=100 Ack=497 Win=65024 Len=0 TSval=165356006 TSecr=1428541662"
"280","196.961885207","172.16.208.128","172.16.0.4","TCP","75","4444  >  32866 [PSH, ACK] Seq=100 Ack=497 Win=65024 Len=9 TSval=165361963 TSecr=1428541662"
"281","196.962385116","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=497 Ack=109 Win=64256 Len=0 TSval=1428547621 TSecr=165361963"
"282","200.915841657","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"283","200.973131570","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"284","200.915867757","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"285","200.973094669","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"286","207.249842291","fe80::fc89:4c20:20ae:4a4a","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipp._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question"
"287","207.250026194","172.16.0.4","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipp._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question"
"288","207.250197997","fe80::3dc0:389e:edfd:b827","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipp._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question"
"289","207.251028612","192.168.174.130","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipp._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question"
"290","208.498196135","172.16.208.128","172.16.0.4","TCP","69","4444  >  32866 [PSH, ACK] Seq=109 Ack=497 Win=65024 Len=3 TSval=165373500 TSecr=1428547621"
"291","208.499261153","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=497 Ack=112 Win=64256 Len=0 TSval=1428559157 TSecr=165373500"
"292","208.503975137","172.16.0.4","172.16.208.128","TCP","314","32866  >  4444 [PSH, ACK] Seq=497 Ack=112 Win=64256 Len=248 TSval=1428559162 TSecr=165373500"
"293","208.504144140","172.16.208.128","172.16.0.4","TCP","66","4444  >  32866 [ACK] Seq=112 Ack=745 Win=64896 Len=0 TSval=165373506 TSecr=1428559162"
"294","208.994640599","172.16.208.128","172.16.0.4","TCP","69","4444  >  32866 [PSH, ACK] Seq=112 Ack=745 Win=64896 Len=3 TSval=165373996 TSecr=1428559162"
"295","209.000090995","172.16.0.4","172.16.208.128","TCP","314","32866  >  4444 [PSH, ACK] Seq=745 Ack=115 Win=64256 Len=248 TSval=1428559658 TSecr=165373996"
"296","209.000150396","172.16.208.128","172.16.0.4","TCP","66","4444  >  32866 [ACK] Seq=115 Ack=993 Win=64768 Len=0 TSval=165374002 TSecr=1428559658"
"297","209.535022937","172.16.208.128","172.16.0.4","TCP","69","4444  >  32866 [PSH, ACK] Seq=115 Ack=993 Win=64768 Len=3 TSval=165374536 TSecr=1428559658"
"298","209.539982625","172.16.0.4","172.16.208.128","TCP","314","32866  >  4444 [PSH, ACK] Seq=993 Ack=118 Win=64256 Len=248 TSval=1428560198 TSecr=165374536"
"299","209.540102927","172.16.208.128","172.16.0.4","TCP","66","4444  >  32866 [ACK] Seq=118 Ack=1241 Win=64640 Len=0 TSval=165374542 TSecr=1428560198"
"300","210.022426540","172.16.208.128","172.16.0.4","TCP","69","4444  >  32866 [PSH, ACK] Seq=118 Ack=1241 Win=64640 Len=3 TSval=165375024 TSecr=1428560198"
"301","210.027205324","172.16.0.4","172.16.208.128","TCP","314","32866  >  4444 [PSH, ACK] Seq=1241 Ack=121 Win=64256 Len=248 TSval=1428560685 TSecr=165375024"
"302","210.027292926","172.16.208.128","172.16.0.4","TCP","66","4444  >  32866 [ACK] Seq=121 Ack=1489 Win=64512 Len=0 TSval=165375029 TSecr=1428560685"
"303","210.551266873","172.16.208.128","172.16.0.4","TCP","69","4444  >  32866 [PSH, ACK] Seq=121 Ack=1489 Win=64512 Len=3 TSval=165375553 TSecr=1428560685"
"304","210.556435863","172.16.0.4","172.16.208.128","TCP","314","32866  >  4444 [PSH, ACK] Seq=1489 Ack=124 Win=64256 Len=248 TSval=1428561215 TSecr=165375553"
"305","210.556522565","172.16.208.128","172.16.0.4","TCP","66","4444  >  32866 [ACK] Seq=124 Ack=1737 Win=64384 Len=0 TSval=165375558 TSecr=1428561215"
"306","210.916812622","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"307","210.916638219","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"308","210.977759398","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"309","211.050907589","172.16.208.128","172.16.0.4","TCP","69","4444  >  32866 [PSH, ACK] Seq=124 Ack=1737 Win=64384 Len=3 TSval=165376052 TSecr=1428561215"
"310","210.977442492","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"311","211.055928678","172.16.0.4","172.16.208.128","TCP","314","32866  >  4444 [PSH, ACK] Seq=1737 Ack=127 Win=64256 Len=248 TSval=1428561714 TSecr=165376052"
"312","211.056003479","172.16.208.128","172.16.0.4","TCP","66","4444  >  32866 [ACK] Seq=127 Ack=1985 Win=64256 Len=0 TSval=165376057 TSecr=1428561714"
"313","211.791028848","172.16.208.128","172.16.0.4","TCP","69","4444  >  32866 [PSH, ACK] Seq=127 Ack=1985 Win=64256 Len=3 TSval=165376793 TSecr=1428561714"
"314","211.795714131","172.16.0.4","172.16.208.128","TCP","314","32866  >  4444 [PSH, ACK] Seq=1985 Ack=130 Win=64256 Len=248 TSval=1428562454 TSecr=165376793"
"315","211.795785732","172.16.208.128","172.16.0.4","TCP","66","4444  >  32866 [ACK] Seq=130 Ack=2233 Win=64128 Len=0 TSval=165376797 TSecr=1428562454"
"316","212.370824178","172.16.208.128","172.16.0.4","TCP","69","4444  >  32866 [PSH, ACK] Seq=130 Ack=2233 Win=64128 Len=3 TSval=165377372 TSecr=1428562454"
"317","212.377979004","172.16.0.4","172.16.208.128","TCP","314","32866  >  4444 [PSH, ACK] Seq=2233 Ack=133 Win=64256 Len=248 TSval=1428563036 TSecr=165377372"
"318","212.378071606","172.16.208.128","172.16.0.4","TCP","66","4444  >  32866 [ACK] Seq=133 Ack=2481 Win=64128 Len=0 TSval=165377380 TSecr=1428563036"
"319","213.498895675","172.16.208.128","172.16.0.4","TCP","70","4444  >  32866 [PSH, ACK] Seq=133 Ack=2481 Win=64128 Len=4 TSval=165378500 TSecr=1428563036"
"320","213.501816826","172.16.0.4","172.16.208.128","TCP","90","32866  >  4444 [PSH, ACK] Seq=2481 Ack=137 Win=64256 Len=24 TSval=1428564160 TSecr=165378500"
"321","213.501902228","172.16.208.128","172.16.0.4","TCP","66","4444  >  32866 [ACK] Seq=137 Ack=2505 Win=64128 Len=0 TSval=165378503 TSecr=1428564160"
"322","217.206629940","172.16.208.128","172.16.0.4","TCP","85","4444  >  32866 [PSH, ACK] Seq=137 Ack=2505 Win=64128 Len=19 TSval=165382208 TSecr=1428564160"
"323","217.248694681","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=2505 Ack=156 Win=64256 Len=0 TSval=1428567907 TSecr=165382208"
"324","220.930701644","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"325","220.930613142","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"326","220.980211216","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"327","220.980076713","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"328","227.037142908","172.16.0.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"329","227.036988705","192.168.174.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"330","227.489207759","172.16.0.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"331","227.615435378","172.16.208.128","172.16.0.4","TCP","157","4444  >  32866 [PSH, ACK] Seq=156 Ack=2505 Win=64128 Len=91 TSval=165392617 TSecr=1428567907"
"332","227.616339594","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=2505 Ack=247 Win=64256 Len=0 TSval=1428578275 TSecr=165392617"
"333","227.489205559","192.168.174.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"334","228.051731249","172.16.0.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"335","228.051684748","192.168.174.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"336","228.501658059","172.16.0.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"337","228.501452256","192.168.174.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"338","229.061490005","172.16.0.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"339","229.061487905","192.168.174.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"340","229.510271590","172.16.0.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"341","229.510429593","192.168.174.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"342","230.068469598","192.168.174.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"343","230.068550799","172.16.0.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"344","230.522733884","192.168.174.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"345","230.522794085","172.16.0.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"346","230.787204032","172.16.208.128","172.16.0.4","TCP","69","4444  >  32866 [PSH, ACK] Seq=247 Ack=2505 Win=64128 Len=3 TSval=165395789 TSecr=1428578275"
"347","230.788081748","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=2505 Ack=250 Win=64256 Len=0 TSval=1428581446 TSecr=165395789"
"348","230.944576297","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"349","230.983743386","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"350","230.944596298","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"351","230.983819987","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"352","231.555536434","172.16.208.128","172.16.0.4","TCP","68","4444  >  32866 [PSH, ACK] Seq=250 Ack=2505 Win=64128 Len=2 TSval=165396557 TSecr=1428581446"
"353","231.556615453","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=2505 Ack=252 Win=64256 Len=0 TSval=1428582215 TSecr=165396557"
"354","232.399095653","172.16.208.128","172.16.0.4","TCP","68","4444  >  32866 [PSH, ACK] Seq=252 Ack=2505 Win=64128 Len=2 TSval=165397401 TSecr=1428582215"
"355","232.400049170","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=2505 Ack=254 Win=64256 Len=0 TSval=1428583058 TSecr=165397401"
"356","232.611336482","172.16.208.128","172.16.0.4","TCP","68","4444  >  32866 [PSH, ACK] Seq=254 Ack=2505 Win=64128 Len=2 TSval=165397613 TSecr=1428583058"
"357","232.612401001","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=2505 Ack=256 Win=64256 Len=0 TSval=1428583271 TSecr=165397613"
"358","232.814796056","172.16.208.128","172.16.0.4","TCP","68","4444  >  32866 [PSH, ACK] Seq=256 Ack=2505 Win=64128 Len=2 TSval=165397816 TSecr=1428583271"
"359","232.815618270","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=2505 Ack=258 Win=64256 Len=0 TSval=1428583474 TSecr=165397816"
"360","233.051551614","172.16.208.128","172.16.0.4","TCP","68","4444  >  32866 [PSH, ACK] Seq=258 Ack=2505 Win=64128 Len=2 TSval=165398053 TSecr=1428583474"
"361","233.052453931","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=2505 Ack=260 Win=64256 Len=0 TSval=1428583711 TSecr=165398053"
"362","233.292538748","172.16.208.128","172.16.0.4","TCP","68","4444  >  32866 [PSH, ACK] Seq=260 Ack=2505 Win=64128 Len=2 TSval=165398294 TSecr=1428583711"
"363","233.293529765","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=2505 Ack=262 Win=64256 Len=0 TSval=1428583952 TSecr=165398294"
"364","233.491017634","172.16.208.128","172.16.0.4","TCP","68","4444  >  32866 [PSH, ACK] Seq=262 Ack=2505 Win=64128 Len=2 TSval=165398492 TSecr=1428583952"
"365","233.492013651","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=2505 Ack=264 Win=64256 Len=0 TSval=1428584150 TSecr=165398492"
"366","233.734959215","172.16.208.128","172.16.0.4","TCP","68","4444  >  32866 [PSH, ACK] Seq=264 Ack=2505 Win=64128 Len=2 TSval=165398736 TSecr=1428584150"
"367","233.735832230","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=2505 Ack=266 Win=64256 Len=0 TSval=1428584394 TSecr=165398736"
"368","235.423649270","172.16.208.128","172.16.0.4","TCP","70","4444  >  32866 [PSH, ACK] Seq=266 Ack=2505 Win=64128 Len=4 TSval=165400425 TSecr=1428584394"
"369","235.424605987","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=2505 Ack=270 Win=64256 Len=0 TSval=1428586083 TSecr=165400425"
"370","238.682624963","172.16.208.128","172.16.0.4","TCP","69","4444  >  32866 [PSH, ACK] Seq=270 Ack=2505 Win=64128 Len=3 TSval=165403684 TSecr=1428586083"
"371","238.683180573","172.16.0.4","172.16.208.128","TCP","66","32866  >  4444 [ACK] Seq=2505 Ack=273 Win=64256 Len=0 TSval=1428589342 TSecr=165403684"
"372","238.687940356","172.16.0.4","172.16.208.128","TCP","339","32866  >  4444 [PSH, ACK] Seq=2505 Ack=273 Win=64256 Len=273 TSval=1428589346 TSecr=165403684"
